text,sarcasm_label
Sepertinya  Pak Jokowi berat ninggalin PDIP...tapi kalau berhadapan dengan seperti ini..rasanya wajar  sekali Pak Jokowi  ambil keputusan itu. Mau menghadapi  yg seperti ini...owh..ampuunnn.😢,Non-Sarcasm
Defenisi negarawan kayak begini kah pola pikir dan cara bicaranya serius gw nanya?😂,Sarcasm
Udah tua semakin lucu 😂,Sarcasm
Haluwati,Non-Sarcasm
🤣🤣🤣🤣 lawakan yg lucu sekali,Sarcasm
"Si paling sadap,,,",Non-Sarcasm
😂,Sarcasm
Sayang sekaliii Buuk... Gak bisa main candy crush 🤣,Sarcasm
Hahahaha,Sarcasm
Jameswa**,Non-Sarcasm
Ih segitu penting nya ya ?,Non-Sarcasm
Umur segini balik ke anak kecil ternyata bener....,Non-Sarcasm
😹😹😹,Non-Sarcasm
PICK ME 🔥,Non-Sarcasm
pantes aja ngejual indosat. wong dia gapunya HP.,Non-Sarcasm
Wanita itu ruwet ya😂😂😂😂,Sarcasm
Iya yg paling penting,Non-Sarcasm
,Non-Sarcasm
Bung Karno kalo masih idup kyknya ga kalah nyebelinnya sama anak2nya,Non-Sarcasm
🤡🤡🤡,Non-Sarcasm
Emang lagi lucu-lucunya inih 😂,Sarcasm
Sadap umurnya ya allah😂,Sarcasm
"Mungkin mba puan yg sadap hp ibu,soalnya takut ibu  dolan dolan dewe",Non-Sarcasm
ya allah mbahh 🤣🤣🤣,Sarcasm
"Info vidionya woyy, seru kyk baca komik, klo liat vidionya pasti serasa nonton anime",Sarcasm
Hahah.... tiap mamak banteng bicara nih gue demen komen2 emosi. Kayak stop kontak. Click. Langsung pada nyala 😂😂😂,Sarcasm
Pantesan mic nya gak mati mati,Non-Sarcasm
Lagi halu karena terpengaruh panasnya matahari,Non-Sarcasm
"Jadi inget dulu di salah satu persidangan ada rekaman hasil penyadapan, isinya obrolan telepon pake kode Apel Merah & Apel Hijau",Non-Sarcasm
"Percayalah, dia hampir melakukannya setiap hari 🗿🗿",Non-Sarcasm
😴😴😴,Non-Sarcasm
Nek nek aku gak perduli 🤣,Sarcasm
Iya iya aja kalo nenek lagi bacot,Non-Sarcasm
Padahal orang kepercayaan beliau kemarin jadi kepala BIN.,Non-Sarcasm
Bukan gamau pakai emang gamau . Umur segini pake hp pasti mencet mencet layar entah kemana perginya . Jarinya itu loh .,Sarcasm
PANTES GAK MAU DATENG DI PELANTIKAN 🤣🤣🤣🤣,Sarcasm
Pohon karet biasanya juga di sadap bu 🙂,Non-Sarcasm
Udh berumur hrusny nikmati hidup,Non-Sarcasm
Cubit jg nih 🤏😭,Non-Sarcasm
"Maklum sudah tua, suka parno sendiri",Non-Sarcasm
Umur segini emang lagi lucu lucu nya🤣,Sarcasm
Emang aren disadap,Non-Sarcasm
Apaan sihh..,Non-Sarcasm
Pede amat meg,Non-Sarcasm
"Makin spt bocil,,,, 😂😂",Sarcasm
Pakai kaca Benggala,Non-Sarcasm
Halah bentar lagi ditanam 🗿,Non-Sarcasm
"Andai ibu Mega main Mobile legend, mungkin akan terkesima. Karena banyak player yang menggunakan foto ibu di profilnya👏",Non-Sarcasm
Gigimu,Non-Sarcasm
kalo ngaca di cermin jngan di air sawah,Non-Sarcasm
Emang gue pikiran,Non-Sarcasm
😂😂😂😂,Sarcasm
Dia NPD ya?,Non-Sarcasm
Bodo amat,Non-Sarcasm
Ot,Non-Sarcasm
gua bacanya pake nada ibu mega 😭,Non-Sarcasm
😂🤣👏,Sarcasm
Mie sedap mbah,Non-Sarcasm
"Keren 👏👏 , meMUJI DIRI SENDIRI 😂",Sarcasm
Usia sperti ini lgi lucu* nya 😂,Sarcasm
Kok tim dokternya gda yg nyaranin buat ke psikiater ya?  Narsis akut loh si nenek,Non-Sarcasm
Hari gini ga punya hp siapa yg percaya nek😂😂😂,Sarcasm
Keren mak,Non-Sarcasm
Ga bisa depo dong nek😂😂😂,Sarcasm
NPD,Non-Sarcasm
"Jarne rek, lansia ancen balek lucu lucune 😂",Sarcasm
@royhanazizy nenek kamu lucu banget 🤏😭,Non-Sarcasm
"Umur segitu nenek gw udah pada ninggal semua bahkan ada yang blm sampe segitu umur nya, tapi knpa ibu ini masi panjang umur 😢",Non-Sarcasm
Prinsip yg kuat......,Non-Sarcasm
Ngggiiihh,Non-Sarcasm
pikmi,Non-Sarcasm
"Kader2 tinggi nya tiap hari loh ngadepin beliau, hebat",Non-Sarcasm
Kebanyakan makan apa org ini,Non-Sarcasm
Selalu bilang rakyatku. Tp aku merasa bukan rakyatnya 😂,Sarcasm
LUCU MMANG TV PDIP....😂😂😂,Sarcasm
Diatas presiden masih ada Bu Mega.. menyalakan wkwk,Non-Sarcasm
Apaansi,Non-Sarcasm
😂 lucu,Sarcasm
@toher234 @bangdayts @khalif_azka  perlu disadap rumahnya biar gak punya rumah,Non-Sarcasm
Kembali ke masa TK,Non-Sarcasm
Buat apa maaak nyadap klu sampean punya hp kan sampean orang baik sepanjang masa,Non-Sarcasm
iya keren .. lebih keren lagi diem,Non-Sarcasm
So sadap,Non-Sarcasm
🤣🤣🤣,Sarcasm
Dusta bgt ngga punya hp😢,Non-Sarcasm
🤣🤣🤣,Sarcasm
Kek nenek tapasya gak siiii 😭😭 demidewaaaa,Non-Sarcasm
Iya salut,Non-Sarcasm
Bilang aja kudet Mak..😂,Sarcasm
Si paling sadap,Non-Sarcasm
Mau tumbuh gigi 🤣,Sarcasm
Ku tak peduli,Non-Sarcasm
Sehat sehat yaa nek.. 🔥🔥 menyala nenek ku,Non-Sarcasm
apa yg mau d sadap.dah kering gitu juga..peyot njirr,Non-Sarcasm
Hah🤣,Sarcasm
Kudu tak jrongkokno ae,Non-Sarcasm
Nek udah apa nek istirahat udah uzur,Non-Sarcasm
"Sepenting apa sih dia, smp disadap, lucu memang seumuran dia😀😀",Non-Sarcasm
Pohon karet kali ah disadap.,Non-Sarcasm
Kayak bakso kebanyakan mecin..... sadap benerrrr...😂,Sarcasm
Pdi tanpa jokowi tuhhhhh aduhh kasiaaannnn deh yeeeeeeee,Non-Sarcasm
"Cuanettt, pen cubit tailalernya🔥😭",Non-Sarcasm
"Ksian gue ama anak nya, emak2 klo ngomg gak d ayak😢",Non-Sarcasm
pasien siapa ini woeh..blon sembuh kyknya uda maen lepas aja,Non-Sarcasm
Nonton drakor aja dirumah ya.. 👏👏,Non-Sarcasm
Aaahhh kitu wae,Non-Sarcasm
,Non-Sarcasm
Lah nggak pakai hp berarti nggak peduli dgn permasalahan wong cilik..masak cuma mengharap bisikan2 anak buah klau ditipu bgm coba..?,Non-Sarcasm
Ya terserah ibu mau pake hp atau tdk,Non-Sarcasm
Nenek banteng gaptek😂😂🔥🔥,Sarcasm
😂,Sarcasm
Nek GK ngopo ngopo kok Wedi disadap,Non-Sarcasm
"Ndasmu....100 org pejabat sperti dia gaptek HP di indonesia, bisa hancur negara ini😂",Sarcasm
Bu.. Eling bu.. Eling..,Non-Sarcasm
Eeetttdaahh😂,Sarcasm
Nga pake HP tapi pake telepati 😂,Sarcasm
😂😂😂😂😂ah gak asekkk... Jd gak bisa FB IG TIK TOK an.... 😂😂😂😂.,Sarcasm
Sehat selalu Bu Mega 😊,Non-Sarcasm
laah trus kalo disadap kenapee? kok takut?? 😱,Non-Sarcasm
Disadap..😂😂...macem pohon karet ya disadap..😂😂😂😂😂😂,Sarcasm
😂😂😂😂😂😂😂,Sarcasm
"sudah mulai delusional, malah jadi joker..",Non-Sarcasm
😂😂😂😂😂dora lgi dongeng,Sarcasm
Ibu ga penting kok sekarang😂😂,Sarcasm
playing victim,Non-Sarcasm
mieee kali ahh sadappp,Non-Sarcasm
Si paling disadap ga tuh 😂,Sarcasm
Ceritanya Ibu ngomong sm siapa?,Non-Sarcasm
"Yg pke hp kan asisten ibu tinggl suruh suruh doang kan, saya jga punya atasan di pbrik kerja nya nyuruh saya trus begitu kira2 gmbranya",Non-Sarcasm
😂😂,Sarcasm
Keren bgt Nek😂,Sarcasm
Bodo amat,Non-Sarcasm
Ibuk sok penting🫢,Non-Sarcasm
Iya bu iyyyaaa... Udah ya udah,Non-Sarcasm
Sekali - kali bu ora popo kan jaman nya prabowo kmrn jaman ibu 10 berkuasa..... 😮😂,Sarcasm
Kasian buta teknologi ente bro😂,Sarcasm
Mantap bu ketum.. maju tak gentar,Non-Sarcasm
"Merasa terpaling hebat kau mak emak ,gak nyadar prestasinya hanya menjadi anak bung karno",Non-Sarcasm
James bond pake HP tulul 😂... Umur doang uzur. Klakuan msh kaya ababil. Dpikirne dia ngebacod mberi arahan k ajudan/bawahan nya... Lalu gimana mereka nerusin perintah nya kalo bukan pake HP ? Emang pake merpati pos dari dia seorang sampe k bawahan k tingkat kecamatan? tululnya natural,Sarcasm
Menyaka Bu ketum🔥 keren toh,Non-Sarcasm
Dih,Non-Sarcasm
Mungkin dia pakainya HT,Non-Sarcasm
Si nenek playing victim banget anying,Non-Sarcasm
nenekku juga udah tua sering banget ngoceh sembarangan,Non-Sarcasm
🫢,Non-Sarcasm
"Seperti tetangga sy, makin tua makin lucu aja.... 😂",Sarcasm
🤮🤮🤮🤮🤮🤮,Non-Sarcasm
geer lo nenek-nenek bau tanah,Non-Sarcasm
Ok,Non-Sarcasm
HP ku merk nyA iTel 🔋 baterai nyA 5000 awet👍🏼,Non-Sarcasm
2 pulau dijual sama mak banteng bnr g ye??,Non-Sarcasm
Udeh tua msh aja suka ngelawak,Non-Sarcasm
😁😁😁,Non-Sarcasm
Dihh bodoamat,Non-Sarcasm
😂,Sarcasm
pick me,Non-Sarcasm
kalau memang tidak ada apa² ya ngapain harus takut di sadap bu 😊,Non-Sarcasm
b aja sumpah,Non-Sarcasm
Emang apa untung nya nyadap nenek?😂😂😂,Sarcasm
Buat apa ?,Non-Sarcasm
Ahhahhahahahhahahhahahahahahhahahahahahahhahahaahha,Sarcasm
Iya aja lah biar cepet,Non-Sarcasm
Maksudnya tukang sadap karet?,Non-Sarcasm
Percaya toh,Non-Sarcasm
iya in aja eyang biar seneng,Non-Sarcasm
Iyain aj namanya juga sudah nenek2 kyak anak kecil lagi😂😂,Sarcasm
"Ibu orang penting soalnya, jadi harus disadap.",Non-Sarcasm
Sapa hayooo yg suka ngelucu tpi g lucu,Non-Sarcasm
Semua buzer pdip atas mesti atas ijin ketua .,Non-Sarcasm
Gak bisa stalking mantan bu,Non-Sarcasm
Iya eyang..... Keren lah pokoe,Non-Sarcasm
Kalo punya HP pasti story WA nya tentang masakan ya bundd,Sarcasm
Biasanya gak mu urusan ama pinjol kalau gak punya HP,Non-Sarcasm
"Yang pake ya ajudannya. Ibu mah tinggal tunjuk aja ya Bu. Ga usah pake hp Bu, mendingan hpnya buat saya aja booook . Menyalaaaaaa ibooooookk 🔥",Non-Sarcasm
Keren banget bunda Mega. Anak-anak mu bangga punya ibu kuat seperti mu ❤️❤️❤️,Non-Sarcasm
Y,Non-Sarcasm
Oh,Non-Sarcasm
Yg mau nyadap kau sp nek?? Masa berlakumu udah abes kok😂😂,Sarcasm
"Opo tho, nekk...",Non-Sarcasm
Blugg,Non-Sarcasm
Aduh kasihan sekali anak soekarno....kok bisa hp nya disadap,Non-Sarcasm
😂,Sarcasm
Ini Yg Nge Prank Pak Anies salah satunya 😂😂,Sarcasm
"Disadap kayak karet melar, makanya ngomong nya ngalor ngibul, penuh colour.... 😂😂",Sarcasm
Heran,Non-Sarcasm
Makin ke sini makin aktif ya bund. Menyala oposisi ku 💐,Non-Sarcasm
Dharma pongrekun bener 🔥😢,Non-Sarcasm
"Pake telpon2an kaleng susu yg pake benang aja, Bu.",Non-Sarcasm
Hehehe keren banget Bu Mega 🙌,Sarcasm
Gue dengan kesadaran penuh : YAUDAH IYA!,Non-Sarcasm
@rinarinia 😂😂😂,Sarcasm
Pede banget,Non-Sarcasm
,Non-Sarcasm
Mak banteng agak laen😂,Sarcasm
Mohon maaf Ibu sudah sepuhh banget waktunya pensiun,Non-Sarcasm
@hipni000,Non-Sarcasm
Sipaling disadap 😁,Non-Sarcasm
Ohh iya kan si nenek pake air sebaskom,Sarcasm
Ampiunnnnn....pensiunlah bu ya,Non-Sarcasm
Kok bisa orang ada yg se-PD ini,Non-Sarcasm
,Non-Sarcasm
oalah pantas tiap ceramah slalu nyeselin dia gatau komentar netizen wkwkwk,Non-Sarcasm
Sptnya ibu ini sdh banyak ditinggalkan fansnya terutama generasi mudanya krn koment beliau yg sdh tdk relevan lg dg kondisi terkini & selalu kontra produktif.Pembisiknya sdh hrs diganti dg yg visioner...,Non-Sarcasm
Pake pager bu biar kaya di Lebanon,Non-Sarcasm
Dia gak punya akun di sosmed karena takut dibully😂,Sarcasm
🙄🙄🙄,Non-Sarcasm
"Sehat selalu ibu mega, bagaimanapun beliau anak bpk proklamator kemerdekaan indonesia👏",Non-Sarcasm
😂,Sarcasm
Eeeealaaaah...... neneeeek....tapi baguslah bisa bikin ngakak...!,Non-Sarcasm
😮,Non-Sarcasm
Buronan ya nek? Eh 🙈,Non-Sarcasm
😂😂,Sarcasm
Nenek kok lucu 🤏,Non-Sarcasm
Gaptek dan jari kebesaran 😂,Sarcasm
Ibu penjaga Demokrasi.,Non-Sarcasm
,Non-Sarcasm
iya,Non-Sarcasm
Udh waktunya nenek chio selamatin garaa🔥,Non-Sarcasm
,Non-Sarcasm
pickme dan NPD yg sudah mendarah daging,Non-Sarcasm
Si paling DISADAP😂,Sarcasm
"Kirain yang bisa NPD cuma anak muda sama STW, ternyata nenek nenek juga ya😂😂😂",Sarcasm
Sampun nggih mbah ti,Non-Sarcasm
😂😂😂😂,Sarcasm
Yg mau nyadap juga siapa lho🤣🤣🤣,Sarcasm
Hah?,Non-Sarcasm
"Mbah, kalo pertanyaannya dijawab dapat hadiah apa??",Non-Sarcasm
"Beliau emang gak punya HP, tapi dia punya alat komunikasi lain : kadarnya",Non-Sarcasm
Curiga kalo bu Mega selama ini punya kekuatan profesor X,Non-Sarcasm
😢😢😢,Non-Sarcasm
,Non-Sarcasm
Bodo amat,Non-Sarcasm
Pake Morse aja bu,Non-Sarcasm
Gaptek,Non-Sarcasm
Ped3 mamat😂,Sarcasm
😂😂,Sarcasm
😅👏,Sarcasm
,Non-Sarcasm
"Mau bilang gaptek dia, tqpi malu 😂",Sarcasm
,Non-Sarcasm
Sok penting kasian.....😂,Sarcasm
Iya Ga ada HP jd pk HT aja😂😂😂,Sarcasm
Yg nyadap yooo sopo thoo Bu bu😂,Sarcasm
Y,Non-Sarcasm
Untung ga download michat 🗿,Non-Sarcasm
Gaada lawan emang yang satu ini mah,Non-Sarcasm
,Non-Sarcasm
"LEBIH CEPAT LEBIH BAIK dimasukin PANTI JOMPO 🙊🙉🙈 sebelum seluruh dunia tau kita ""Indonesia"" jadi malu punya mantan Presiden stress 😬😳🇮🇩 MERDEKA",Non-Sarcasm
ksian d khianati kaderny,Non-Sarcasm
"""BOHONG GAK PUNYA HP""",Non-Sarcasm
Seharusnya anda punya hp biar ga mudah menerima laporan dr para penjilat yg menjual namamu u/pilkada dan spy kamu tahu partai mu dan popularitas mu sdh meredup bercermin jgn asal ibu senang,Non-Sarcasm
Idihh😂,Sarcasm
Yes...,Non-Sarcasm
,Non-Sarcasm
Ciehhh si paling terdholimi,Non-Sarcasm
Iyalah....wong gk dapet sinyal karen satelit d jual,Non-Sarcasm
EGP..😂😂,Sarcasm
Kalo engga ngapa2in kenapa takut disadap mak,Non-Sarcasm
dukun nya siapa sih,Non-Sarcasm
Pantesan 🫢🫢🫢🫢,Non-Sarcasm
biar apa?,Non-Sarcasm
Lebih Baik Makan Mie Sedaap Dr Pada Nyadap Emak Banteng 🤟🏻 tetep Oposisi 🤟🏻,Non-Sarcasm
GeRee 😂😂😂😂😂😂,Sarcasm
Ngakak,Non-Sarcasm
Pede banget anjay,Non-Sarcasm
Yang boong,Non-Sarcasm
pke HT aja buk,Non-Sarcasm
🤣🤣🤣,Sarcasm
😂😂😂😂😂😂😂😂😂,Sarcasm
Pfft,Non-Sarcasm
"Saaaa aja , nek :))",Non-Sarcasm
Pake pager bu😂😂😂😂😂😂😂😂😂,Sarcasm
Pasti bang @dennysirregar nih yg suka sadap emaknya 😂,Sarcasm
"Selain pohon karet, dan aren apalagi yg di sadap.....😂😂😂😂😂😂",Sarcasm
😂,Sarcasm
Keren banget Bu,Non-Sarcasm
Usia Lanjut = Sialan,Non-Sarcasm
Bentar lagi meme nya banyak nh pasti 😐😐,Sarcasm
"Oke, M.",Non-Sarcasm
"Bs jd disadap Krn anak buah ibu bermasalah, anak bermasalah masa ketum ga tau apa2,. Gitu pikir nya kpk",Non-Sarcasm
kok saya pengen muntah ya apa karena hamil?,Non-Sarcasm
Kagak percaya...😢😢😢😢,Non-Sarcasm
Oh pohon karet,Non-Sarcasm
"At that age I will be like her, pick me era can't stop me🤗",Non-Sarcasm
😊........... 😍,Non-Sarcasm
ooh pantes dia ngga tau kalo banyak yg gasuka ama dia 😂,Sarcasm
Wadidaw,Non-Sarcasm
Orgil 😂,Sarcasm
"Puber ke 2, masa lagi lucu lucunya.",Non-Sarcasm
Bachot,Non-Sarcasm
Yee. Si ibuk sok beken.,Non-Sarcasm
"enggak punya hp, tapi punya kekuasaan🔥",Non-Sarcasm
Dihh GR  bgt sihhh 👏👏👏,Non-Sarcasm
Lucu2nya seperti Amien rais lagi caper😂😂😂,Sarcasm
😂,Sarcasm
punya banyak musuh kok bangga,Non-Sarcasm
MEMANG KALAU NGAK.ADA BUK MEGA NGAK RAMAI INDONESIA😂😂,Sarcasm
😂😂😂,Sarcasm
🔥🔥🔥,Non-Sarcasm
Hp nya di simpan di pusat gadai dulu ya omaaa ..,Non-Sarcasm
dih,Non-Sarcasm
"Wkwkwkwk cape sama si pemungut gorong"" 😢",Non-Sarcasm
Bokap gw juga ga pake HP,Non-Sarcasm
"harusnya klo senior ngomongnya yg positif2 aja jgn nyenggol sana sini, netizen pun jadi ilfil nantinya",Non-Sarcasm
Pede banget nek ...,Non-Sarcasm
Atur aja lah Bu 😢,Non-Sarcasm
😂😂😂,Sarcasm
Kalian percaya?,Non-Sarcasm
Siap nek,Non-Sarcasm
Dasar nini nini😂,Sarcasm
Dan peserta acara ini hanya bisa tertawa karir mendengar pimpinan standup,Non-Sarcasm
hah?,Non-Sarcasm
Aquarius emang ya senarsis itu...ah  uti Mega bisa aja brcandanya,Non-Sarcasm
Wkwkwkwk banyakan makan daun talas ini nenek2😂,Sarcasm
"Bu mega, liat mama",Non-Sarcasm
"Xiaomi murah bu, ada yg 1jtan",Non-Sarcasm
Akibat dia munculah Mulyono si perusakk demokrasi,Non-Sarcasm
😭😭😭capek ngakak😂,Sarcasm
Iyain ajah udah daripada tantrum 😂😂,Sarcasm
"Selalu dan Selalu Kesombongan dan Jumawa yang dia ucapkan dan dia Peragakan, Dasar Nenek² Kemlinthi...?!! 🤭🙄🤣🤣🤣👎👎👎",Sarcasm
Tak bantal.. Gawenen aku turu penak,Non-Sarcasm
Gr,Non-Sarcasm
Can't word word,Non-Sarcasm
Gw gabisa bayangin pny mertua kek dia😢,Non-Sarcasm
Apalah nenek tsunade ini,Non-Sarcasm
,Non-Sarcasm
Tapi ibu suka nyadap yg lain,Non-Sarcasm
Mamak 🔥,Non-Sarcasm
❤️❤️❤️❤️,Non-Sarcasm
👏saya percaya ibu lebih banyak di sadap karena ga jual bumbu penyedap. Hehe,Sarcasm
Piye iki minnnn... kok soyo nemen .. judule wong lorroo wegah sontik,Non-Sarcasm
"Tidur nek,istrht",Non-Sarcasm
Sudah biasa dan akan terus PENYADAPAN ITU DILAKUKAN DI POHON AREN dan ataupun KARET!!,Non-Sarcasm
@ilhammuhtar11,Non-Sarcasm
Bu dhe 🙌,Non-Sarcasm
GR Bu.😂😂😂😂,Sarcasm
Yang nyadap dia please gak ada kerjaan 😭😭,Non-Sarcasm
Nenek nenek pick me🦶🏻,Non-Sarcasm
😂,Sarcasm
,Non-Sarcasm
"Maklum ges, orang tua emang suka kaya gitu😂",Sarcasm
Wkwkwkwkwkwkwkwkwkwkwkwkwkwkwk,Non-Sarcasm
Saatnya pdip berubah berfikir positip dan membangun negara..saatnya tinggalkan nenek2 ganti yg berfikir positip dan maju,Non-Sarcasm
Klo mau manggil orang gmn? Lewat cakrabirawa?,Non-Sarcasm
@redbullracing 🔥🔥🔥,Non-Sarcasm
Pantes kudet,Non-Sarcasm
Gak berguna 😢,Non-Sarcasm
Di atas presiden masih ada bu Mega😻💪🏻,Non-Sarcasm
,Non-Sarcasm
Emang lagi lucu2nya,Non-Sarcasm
Mungkin beliau memakai kaca benggala untuk berkomunikasi,Non-Sarcasm
Semakin ngelantur. Kasihan.,Non-Sarcasm
Berisik Mbah putri ini 😂😂,Sarcasm
Ngaur 😂,Sarcasm
🤣🤣🤣🤣,Sarcasm
Bnyak masalah dlm.privasi😂,Sarcasm
Keren Bu…,Non-Sarcasm
Pick me,Non-Sarcasm
Ya udah bu mega kita momong cucu aja lebih tenang biar yg masih mampu mengurus negara kita berdoa mohon negara tetap aman ....seru lho bu main ama cucu mrk lucu dan tulus ga bs bersandiwara dan mrk ga punya partai...❤️❤️,Non-Sarcasm
Yang paling banyak disadap adalah karet,Non-Sarcasm
Ketua partai.yg di khianati😂,Sarcasm
"Itu Kata Mantan Presiden Yang Tidak Dipilih Rakyat Secara Langsung, kasihan sekali",Non-Sarcasm
Org ngesadap apa gangerti pake hp puh sepuh,Non-Sarcasm
Tpi kan ibu ada asisten. Mau bayar makan tinggal suruh. Mau nonton YT tinggal minta bukain. Gak mungkin kan ibu isi token listrik sambil liat HP😂,Sarcasm
Haaluuuuuu.....,Non-Sarcasm
paling sering dihina sih 😂,Sarcasm
Diiyain aja sebelum beliau .....,Non-Sarcasm
Nek.....udah nek.,Non-Sarcasm
Ingat umur yaaa,Non-Sarcasm
Queen of redbull🤙,Non-Sarcasm
Orang kalo dah tua gini sk lutju😭,Non-Sarcasm
Terus pake HT gitu?,Non-Sarcasm
Bakso bakso,Non-Sarcasm
Iye dah 😂,Sarcasm
"Miris skali, sekelas ex presiden ga punya hape 😢",Non-Sarcasm
Pakenya pager kan?,Non-Sarcasm
ati ati dipasang bomb kayak dek lebanon bu,Non-Sarcasm
Sape nyang mau lagian nyadap hape bude?! 😂,Sarcasm
Kan banyak mata2 walaupun ga pnya yaa ga bakalan tenang hidupnya.😂,Sarcasm
Serah lu be,Non-Sarcasm
waah kereen,Non-Sarcasm
Orang paling penting di negara ini  ya beliau ini,Non-Sarcasm
Beliau Tetap Menyala sampai saat ini tanpa bantuan Pencitraan di Sosial Media 🔥🔥🔥 Salute,Non-Sarcasm
Siap🙌,Non-Sarcasm
Mulai wong cilik nya 😂,Sarcasm
Bedanya terpilih dan menggeser yah begitulah...,Non-Sarcasm
Enggak selesai nih orang norak-nya😂,Sarcasm
Sok paling dicari.. si paling playing victim,Non-Sarcasm
Dihhh,Non-Sarcasm
😂😂😂😂😂😂😂,Sarcasm
Anak2nya cucu2nya ga ada yg bisa gantiin atau ga berani gantiin jd ketum ???,Non-Sarcasm
Adu kuat aja Mi....tuntut Mulyono...di semua pengadilan negeri....beberkan kejahatannya.....,Non-Sarcasm
Iya mbah iya 😂😂😂😂😂😂😂😂,Sarcasm
"Bosen bu, drama nya ga menarik, gitu2 mulu yg diomongin 😂",Sarcasm
Mungkin ibu ini mengira dirinya pohon karet,Non-Sarcasm
"Ketum paling populer, setiap ngomong pasti viral 🤣",Sarcasm
"Serius nanya, ini udah termasuk ciri orang NPD bukan yaa?😮",Non-Sarcasm
Kocak😂,Sarcasm
"aku punya 2 HP, umma mega di jepang mamanya ritsuki jg pnya hp, megtron di korea jg pnya hp.",Non-Sarcasm
"Biasa kawan makin tua makin kayak anak-anak ngomongnya, suka ngelantur jadi maklumin aja!😎😎",Non-Sarcasm
Nek udh pensiun aja km berkebun tanam bunga aja istirahat,Non-Sarcasm
😂,Sarcasm
Ppakei pejer aja bu,Non-Sarcasm
Nenek nenek pick me,Non-Sarcasm
"Roda berputar nek, wktu nya nenek istirahat",Non-Sarcasm
Hahahaa,Sarcasm
"Dia bilang ahok adian ga boleh ngomong sembarang di media, dia sendiri kalo ngomong suka sedikit haluu",Non-Sarcasm
😂😂😂😂😂,Sarcasm
😢,Non-Sarcasm
Di sadap mirip pohon karet saja 😁🤭,Non-Sarcasm
"iya loh, keren banget malah 🥴",Non-Sarcasm
Egp,Non-Sarcasm
"Iya bu iya, maklum kok",Non-Sarcasm
😂😂😂😂,Sarcasm
"Tapi ada benernya juga sih, tapi satu sisi NPD juga sih, tapi memang Beliau bukan kaleng-kaleng sih. Jadi potensi dari 2 sisi bisa aja.",Non-Sarcasm
Karepmu loo,Non-Sarcasm
Pake blackberry makanyaaa wakkkkkk,Non-Sarcasm
Real NPD,Non-Sarcasm
"Disadap GK perlu HP, nyusupin agen ke dalam tubuh partai seperti yg dilakukan Elli Cohen ke pemerintah Suriah  udh cukup kok 👌😉",Non-Sarcasm
HayOoo KemBali Ke UUD45 yg AsLi TaNPa AMANDEMEN .....,Non-Sarcasm
ngomong opo seh mak banteng,Non-Sarcasm
"Hukum karma dosa-dosa politik Bung Karno dulu riil kyknya ye @youthee_boo. Lucu-lucu keturunannya. Ke comrade-nya, ke seniman manifesto kebudayaan, ke PRRI Permesta yg dibantai, ke rakyat Aceh yg ditipu.",Non-Sarcasm
Tangany banyak 🙌 yg paham aja,Non-Sarcasm
"Paling suka sama semangat ibu mega ,terima kasih bu tlah menjaga negeri ini",Non-Sarcasm
Pakai mata batin kaya dukun sekarang anda 😂😂😂,Sarcasm
James Bond Itu punya hp bu bu. 😂😂😂😂,Sarcasm
Pede bgt lu nenek nenek,Non-Sarcasm
Bu mega pasti gatau kan kalo flash sale 10.10😂😂😂😂,Sarcasm
Gaya  banget se nenek 😂,Sarcasm
Mbah uti 😭,Non-Sarcasm
Apa juga yg mau disadap dr elu,Non-Sarcasm
Siap si paling disadap,Non-Sarcasm
kerennn,Non-Sarcasm
Pkek merpati,Non-Sarcasm
"Bukan nenek"" namanya kalau ga bikin statment nyeleneh😂",Sarcasm
Kena dech🤭,Non-Sarcasm
Keren pokoknya se indonesia paling keren bu 🙌🙌🔥🔥🔥,Non-Sarcasm
"Make sense , lebih baik org seperti beliau dan para kritikus negri ini , yg independen dan berdasarkan fakta lapangan , buka editan kementrian , pakai we chat atau telegram aja , no WA",Non-Sarcasm
Sak karep mu wis mbah,Non-Sarcasm
Wajar pak mul pasti ingin tahu lah,Sarcasm
"Tunjukin siapa yg nyadap bu, kl kpk, polisi ato kejaksaan ya gak maslaah. Krn ibu orang paling berpotensi intuk KKN",Non-Sarcasm
